"GEO_ID","id"
"S0501_C03_107M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0501_C03_108E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0501_C03_108M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0501_C03_109E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only"
"S0501_C03_109M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only"
"S0501_C03_110E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family"
"S0501_C03_110M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family"
"S0501_C03_111E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years"
"S0501_C03_111M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years"
"S0501_C03_112E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only"
"S0501_C03_112M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only"
"S0501_C03_113E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
"S0501_C03_113M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
"S0501_C03_114E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0501_C03_114M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0501_C03_115E","Estimate!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 5 years only"
"S0501_C03_115M","Margin of Error!!Foreign born!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 5 years only"
"S0501_C03_116E","Estimate!!Foreign born!!Occupied housing units"
"S0501_C03_116M","Margin of Error!!Foreign born!!Occupied housing units"
"S0501_C03_117E","Estimate!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units"
"S0501_C03_117M","Margin of Error!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units"
"S0501_C03_118E","Estimate!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0501_C03_118M","Margin of Error!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0501_C03_119E","Estimate!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit"
"S0501_C03_119M","Margin of Error!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit"
"S0501_C03_120E","Estimate!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit"
"S0501_C03_120M","Margin of Error!!Foreign born!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit"
"S0501_C03_121E","Estimate!!Foreign born!!Occupied housing units!!ROOMS!!1 room"
"S0501_C03_121M","Margin of Error!!Foreign born!!Occupied housing units!!ROOMS!!1 room"
"S0501_C03_122E","Estimate!!Foreign born!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S0501_C03_122M","Margin of Error!!Foreign born!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S0501_C03_123E","Estimate!!Foreign born!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S0501_C03_123M","Margin of Error!!Foreign born!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S0501_C03_124E","Estimate!!Foreign born!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S0501_C03_124M","Margin of Error!!Foreign born!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S0501_C03_125E","Estimate!!Foreign born!!Occupied housing units!!ROOMS!!8 or more rooms"
"S0501_C03_125M","Margin of Error!!Foreign born!!Occupied housing units!!ROOMS!!8 or more rooms"
"S0501_C03_126E","Estimate!!Foreign born!!Occupied housing units!!Median number of rooms"
"S0501_C03_126M","Margin of Error!!Foreign born!!Occupied housing units!!Median number of rooms"
"S0501_C03_127E","Estimate!!Foreign born!!Occupied housing units!!1.01 or more occupants per room"
"S0501_C03_127M","Margin of Error!!Foreign born!!Occupied housing units!!1.01 or more occupants per room"
"S0501_C03_128E","Estimate!!Foreign born!!Occupied housing units!!VEHICLES AVAILABLE!!None"
"S0501_C03_128M","Margin of Error!!Foreign born!!Occupied housing units!!VEHICLES AVAILABLE!!None"
"S0501_C03_129E","Estimate!!Foreign born!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more"
"S0501_C03_129M","Margin of Error!!Foreign born!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more"
"S0501_C03_130E","Estimate!!Foreign born!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0501_C03_130M","Margin of Error!!Foreign born!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0501_C03_131E","Estimate!!Foreign born!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0501_C03_131M","Margin of Error!!Foreign born!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0501_C03_132E","Estimate!!Foreign born!!Owner-occupied housing units"
"S0501_C03_132M","Margin of Error!!Foreign born!!Owner-occupied housing units"
"S0501_C03_133E","Estimate!!Foreign born!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C03_133M","Margin of Error!!Foreign born!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C03_134E","Estimate!!Foreign born!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C03_134M","Margin of Error!!Foreign born!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C03_135E","Estimate!!Foreign born!!Renter-occupied housing units"
"S0501_C03_135M","Margin of Error!!Foreign born!!Renter-occupied housing units"
"S0501_C03_136E","Estimate!!Foreign born!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C03_136M","Margin of Error!!Foreign born!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C03_137E","Estimate!!Foreign born!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C03_137M","Margin of Error!!Foreign born!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C04_001E","Estimate!!Foreign born; Naturalized citizen!!Total population"
"S0501_C04_001M","Margin of Error!!Foreign born; Naturalized citizen!!Total population"
"S0501_C04_002E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Male"
"S0501_C04_002M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Male"
"S0501_C04_003E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Female"
"S0501_C04_003M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Female"
"S0501_C04_004E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Under 5 years"
"S0501_C04_004M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Under 5 years"
"S0501_C04_005E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!5 to 17 years"
"S0501_C04_005M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!5 to 17 years"
"S0501_C04_006E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!18 to 24 years"
"S0501_C04_006M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!18 to 24 years"
"S0501_C04_007E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!25 to 44 years"
"S0501_C04_007M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!25 to 44 years"
"S0501_C04_008E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!45 to 54 years"
"S0501_C04_008M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!45 to 54 years"
"S0501_C04_009E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!55 to 64 years"
"S0501_C04_009M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!55 to 64 years"
"S0501_C04_010E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!65 to 74 years"
"S0501_C04_010M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!65 to 74 years"
"S0501_C04_011E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!75 to 84 years"
"S0501_C04_011M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!75 to 84 years"
"S0501_C04_012E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!85 years and over"
"S0501_C04_012M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!85 years and over"
"S0501_C04_013E","Estimate!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Median age (years)"
"S0501_C04_013M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!SEX AND AGE!!Median age (years)"
"S0501_C04_014E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0501_C04_014M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0501_C04_015E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0501_C04_015M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0501_C04_016E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0501_C04_016M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0501_C04_017E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0501_C04_017M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0501_C04_018E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0501_C04_018M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0501_C04_019E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0501_C04_019M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0501_C04_020E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0501_C04_020M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0501_C04_021E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0501_C04_021M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0501_C04_022E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0501_C04_022M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0501_C04_023E","Estimate!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0501_C04_023M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0501_C04_024E","Estimate!!Foreign born; Naturalized citizen!!Total population!!HOUSEHOLD TYPE!!In married-couple family"
"S0501_C04_024M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!HOUSEHOLD TYPE!!In married-couple family"
"S0501_C04_025E","Estimate!!Foreign born; Naturalized citizen!!Total population!!HOUSEHOLD TYPE!!In other households"
"S0501_C04_025M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!HOUSEHOLD TYPE!!In other households"
"S0501_C04_026E","Estimate!!Foreign born; Naturalized citizen!!Total population!!Average  household size"
"S0501_C04_026M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!Average  household size"
"S0501_C04_027E","Estimate!!Foreign born; Naturalized citizen!!Total population!!Average family size"
"S0501_C04_027M","Margin of Error!!Foreign born; Naturalized citizen!!Total population!!Average family size"
"S0501_C04_028E","Estimate!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over"
"S0501_C04_028M","Margin of Error!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over"
"S0501_C04_029E","Estimate!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Never married"
"S0501_C04_029M","Margin of Error!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Never married"
"S0501_C04_030E","Estimate!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
"S0501_C04_030M","Margin of Error!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
"S0501_C04_031E","Estimate!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated"
"S0501_C04_031M","Margin of Error!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated"
"S0501_C04_032E","Estimate!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Widowed"
"S0501_C04_032M","Margin of Error!!Foreign born; Naturalized citizen!!MARITAL STATUS!!Population 15  years and over!!Widowed"
"S0501_C04_033E","Estimate!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C04_033M","Margin of Error!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C04_034E","Estimate!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C04_034M","Margin of Error!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C04_035E","Estimate!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C04_035M","Margin of Error!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C04_036E","Estimate!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C04_036M","Margin of Error!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C04_037E","Estimate!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C04_037M","Margin of Error!!Foreign born; Naturalized citizen!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C04_038E","Estimate!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C04_038M","Margin of Error!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C04_039E","Estimate!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C04_039M","Margin of Error!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C04_040E","Estimate!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C04_040M","Margin of Error!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C04_041E","Estimate!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C04_041M","Margin of Error!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C04_042E","Estimate!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C04_042M","Margin of Error!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C04_043E","Estimate!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C04_043M","Margin of Error!!Foreign born; Naturalized citizen!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C04_044E","Estimate!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C04_044M","Margin of Error!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C04_045E","Estimate!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C04_045M","Margin of Error!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C04_046E","Estimate!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C04_046M","Margin of Error!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C04_047E","Estimate!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C04_047M","Margin of Error!!Foreign born; Naturalized citizen!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C04_048E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C04_048M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C04_049E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C04_049M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C04_050E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C04_050M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C04_051E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C04_051M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C04_052E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C04_052M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C04_053E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C04_053M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C04_054E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C04_054M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C04_055E","Estimate!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C04_055M","Margin of Error!!Foreign born; Naturalized citizen!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C04_056E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over"
"S0501_C04_056M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over"
"S0501_C04_057E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C04_057M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C04_058E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C04_058M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C04_059E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C04_059M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C04_060E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C04_060M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C04_061E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C04_061M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C04_062E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0501_C04_062M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0501_C04_063E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0501_C04_063M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0501_C04_064E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C04_064M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C04_065E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C04_065M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C04_066E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C04_066M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C04_067E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0501_C04_067M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0501_C04_068E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0501_C04_068M","Margin of Error!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0501_C04_069E","Estimate!!Foreign born; Naturalized citizen!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
